feature	accession	entry	log2fc	ci_low	ci_high	se	t	p	q	residual_sd	mean_log2_abundance
psvid_99891_sp|P35575|G6PC1_HUMAN	P35575	G6PC1_HUMAN	-0.20297412317379404	-0.8817076710154043	0.4757594246678162	0.29738633820495514	-0.682526723987928	0.51306125839151	0.9999395271090271	0.4881046784328651	24.382895166729195
psvid_85401_sp|Q9H0R3|TM222_HUMAN	Q9H0R3	TM222_HUMAN	0.18955493949180635	-0.4467550379431784	0.8258649169267911	0.27879849869573053	0.6798994269286901	0.5146427431636551	0.9999395271090271	0.44922711126899484	22.948101300024078
psvid_4635_sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	0.12272901165933181	-0.28966401185172425	0.5351220351703878	0.18068953796850235	0.679225886784468	0.5150486592404053	0.9999395271090271	0.22004409536629504	26.45629416033356
psvid_50375_sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	0.17691468850888992	-0.41941792499649655	0.7732473020142764	0.2612824617944804	0.6771012768857311	0.516330367609501	0.9999395271090271	0.41184562471739333	22.814977060586383
psvid_46379_sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	-0.1494501375287518	-0.6535111725647229	0.3546108975072193	0.22085377379361248	-0.6766927046870964	0.5165770703900009	0.9999395271090271	0.321394282850123	25.11682501421125
psvid_31111_sp|Q99653|CHP1_HUMAN	Q99653	CHP1_HUMAN	0.10135809341118929	-0.24063581527891298	0.44335200210129155	0.14984424523757753	0.676422996762314	0.5167399642222403	0.9999395271090271	0.11717181014007841	24.831545428642407
psvid_64954_sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	-0.10809676395925472	-0.47299294161752675	0.2567994136990173	0.1598788485464718	-0.6761167280225586	0.5169249776819852	0.9999395271090271	0.15589776776123287	26.892514492838707
psvid_64569_sp|P36956|SRBP1_HUMAN	P36956	SRBP1_HUMAN	-0.19033589124103578	-0.8354118904481088	0.45474010796603725	0.28263932124489766	-0.6734232533629531	0.5185538243581084	0.9999395271090271	0.4573206214761503	22.87198039148883
psvid_52250_sp|Q93088|BHMT1_HUMAN	Q93088	BHMT1_HUMAN	0.11639961674118648	-0.27851442833866225	0.5113136618210352	0.17303114328954483	0.6727090541522173	0.5189862543285069	0.9999395271090271	0.1979954175434871	26.781879727800337
psvid_62779_sp|Q9NZ43|USE1_HUMAN	Q9NZ43	USE1_HUMAN	0.1061254634450135	-0.25401805096704244	0.46626897785706944	0.15779647450733958	0.6725464797382231	0.5190847199324822	0.9999395271090271	0.14850346023758737	23.40781260363584
psvid_29493_sp|P98194|AT2C1_HUMAN	P98194	AT2C1_HUMAN	-0.11172759942324362	-0.49147213336982226	0.268016934523335	0.1663846391015196	-0.6715018887955938	0.5197176644146914	0.9999395271090271	0.1775565434212929	22.32580702502588
psvid_53394_sp|Q99624|S38A3_HUMAN	Q99624	S38A3_HUMAN	0.13356256609677164	-0.3212185194688446	0.5883436516623879	0.19926181953333183	0.670286793574269	0.5204545148527734	0.9999395271090271	0.26912740105810623	22.91249168763155
psvid_65944_sp|Q53GQ0|DHB12_HUMAN	Q53GQ0	DHB12_HUMAN	-0.13158561503967459	-0.5804643276902564	0.3172930976109071	0.19667570149996796	-0.6690486625247706	0.5212059900853725	0.9999395271090271	0.26257488395401896	27.932687140279377
psvid_75737_sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	0.11094353533500101	-0.26773774843310894	0.48962481910311095	0.1659187772354367	0.6686617222207075	0.5214409765063927	0.9999395271090271	0.17606700235424694	25.541258010275456
psvid_8322_sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	0.13845111985150105	-0.3347458546184086	0.6116480943214107	0.20733072047900178	0.6677790900047695	0.5219772350917669	0.9999395271090271	0.28912353414351166	22.022954428857805
psvid_91714_sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	0.0937171086250812	-0.2269478041158326	0.414382021365995	0.14049896972690293	0.6670305754358576	0.5224322712622661	0.9999395271090271	0.06705987815647134	27.175362655936475
psvid_56180_sp|O15245|S22A1_HUMAN	O15245	S22A1_HUMAN	-0.11916302351154595	-0.5272021011347108	0.28887605411161893	0.1787818614900669	-0.6665274794566709	0.5227382484556663	0.9999395271090271	0.21467674063828898	24.236032559565743
psvid_59188_sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	0.16766867815007647	-0.409379297024139	0.7447166533242919	0.2528329192675915	0.6631599976608287	0.5247891168334481	0.9999395271090271	0.3934921883756699	22.16680824424315
