protein_id	entry	sample_id	batch	lfq	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	n_runs_with_psm_any
psvid_25654_sp|Q9P253|VPS18_HUMAN	VPS18_HUMAN	AZ942	B2022-03-18	20.9617	0	1	1	6
psvid_26377_sp|P50895|BCAM_HUMAN	BCAM_HUMAN	AZ942	B2022-03-18	22.8223	0	1	1	6
psvid_28280_sp|Q96DX4|RSPRY_HUMAN	RSPRY_HUMAN	AZ942	B2022-03-18	19.6744	0	1	1	1
psvid_30127_sp|Q9BRB3|PIGQ_HUMAN	PIGQ_HUMAN	AZ942	B2022-03-18	20.5049	0	1	1	2
psvid_30431_sp|Q9H7F0|AT133_HUMAN	AT133_HUMAN	AZ942	B2022-03-18	19.4336	0	1	1	1
psvid_30741_sp|Q13402|MYO7A_HUMAN	MYO7A_HUMAN	AZ942	B2022-03-18	19.8955	0	1	1	1
psvid_30889_sp|Q8N0X4|CLYBL_HUMAN	CLYBL_HUMAN	AZ942	B2022-03-18	25.4258	0	1	1	7
psvid_36903_sp|P43243|MATR3_HUMAN	MATR3_HUMAN	AZ942	B2022-03-18	22.7113	0	1	1	7
psvid_38684_sp|P06276|CHLE_HUMAN	CHLE_HUMAN	AZ942	B2022-03-18	23.7524	0	1	1	6
psvid_40176_sp|A6NIV6|LRIQ4_HUMAN	LRIQ4_HUMAN	AZ942	B2022-03-18	20.5923	0	1	1	5
psvid_41653_sp|O60704|TPST2_HUMAN	TPST2_HUMAN	AZ942	B2022-03-18	21.9946	0	1	1	6
psvid_41743_sp|O00182|LEG9_HUMAN	LEG9_HUMAN	AZ942	B2022-03-18	20.1658	0	1	1	3
psvid_42982_sp|Q9BVK2|ALG8_HUMAN	ALG8_HUMAN	AZ942	B2022-03-18	19.1144	0	1	1	1
psvid_43814_sp|Q9UQB8|BAIP2_HUMAN	BAIP2_HUMAN	AZ942	B2022-03-18	21.0489	0	1	1	3
psvid_45619_sp|Q969S0|S35B4_HUMAN	S35B4_HUMAN	AZ942	B2022-03-18	19.5719	0	1	1	2
psvid_46009_sp|Q9UN37|VPS4A_HUMAN	VPS4A_HUMAN	AZ942	B2022-03-18	21.4418	0	1	1	5
psvid_46062_sp|Q9Y2G5|OFUT2_HUMAN	OFUT2_HUMAN	AZ942	B2022-03-18	21.1213	0	1	1	6
psvid_46847_sp|Q5HYK3|COQ5_HUMAN	COQ5_HUMAN	AZ942	B2022-03-18	22.3133	0	1	1	6
psvid_48863_sp|P05455|LA_HUMAN	LA_HUMAN	AZ942	B2022-03-18	22.7251	0	1	1	4
psvid_50375_sp|Q9UKM9|RALY_HUMAN	RALY_HUMAN	AZ942	B2022-03-18	23.0575	0	1	1	6
psvid_51186_sp|Q10588|BST1_HUMAN	BST1_HUMAN	AZ942	B2022-03-18	19.246	0	1	1	2
psvid_52072_sp|P31939|PUR9_HUMAN	PUR9_HUMAN	AZ942	B2022-03-18	23.3148	0	1	1	5
psvid_53119_sp|Q96E22|NGBR_HUMAN	NGBR_HUMAN	AZ942	B2022-03-18	21.0603	0	1	1	3
psvid_55515_sp|P31146|COR1A_HUMAN	COR1A_HUMAN	AZ942	B2022-03-18	20.7226	0	1	1	1
psvid_55840_sp|P14324|FPPS_HUMAN	FPPS_HUMAN	AZ942	B2022-03-18	21.0898	0	1	1	7
psvid_56241_sp|Q14156|EFR3A_HUMAN	EFR3A_HUMAN	AZ942	B2022-03-18	22.0743	0	1	1	7
psvid_63871_sp|P80217|IN35_HUMAN	IN35_HUMAN	AZ942	B2022-03-18	23.2964	0	1	1	6
psvid_65077_sp|P28062|PSB8_HUMAN	PSB8_HUMAN	AZ942	B2022-03-18	20.3969	0	1	1	7
psvid_66776_sp|Q6Y1H2|HACD2_HUMAN	HACD2_HUMAN	AZ942	B2022-03-18	19.3868	0	1	1	4
psvid_68001_sp|O15438|MRP3_HUMAN	MRP3_HUMAN	AZ942	B2022-03-18	22.7282	0	2	1	7
psvid_68768_sp|Q4G0S7|CC152_HUMAN	CC152_HUMAN	AZ942	B2022-03-18	19.4205	0	1	1	5
psvid_74509_sp|Q86XE5|HOGA1_HUMAN	HOGA1_HUMAN	AZ942	B2022-03-18	21.7788	0	1	1	7
psvid_76314_sp|O95865|DDAH2_HUMAN	DDAH2_HUMAN	AZ942	B2022-03-18	21.0898	0	1	1	6
psvid_80639_sp|P24666|PPAC_HUMAN	PPAC_HUMAN	AZ942	B2022-03-18	22.2777	0	1	1	7
psvid_82559_sp|Q15485|FCN2_HUMAN	FCN2_HUMAN	AZ942	B2022-03-18	21.6347	0	1	1	4
psvid_84489_sp|Q9HBH1|DEFM_HUMAN	DEFM_HUMAN	AZ942	B2022-03-18	22.8047	0	1	1	7
psvid_85167_sp|Q96QR8|PURB_HUMAN	PURB_HUMAN	AZ942	B2022-03-18	20.6258	0	1	1	2
psvid_86958_sp|Q9NR45|SIAS_HUMAN	SIAS_HUMAN	AZ942	B2022-03-18	19.1402	0	1	1	1
psvid_93018_sp|Q969Q5|RAB24_HUMAN	RAB24_HUMAN	AZ942	B2022-03-18	19.9201	0	1	1	1
psvid_95434_sp|Q9Y3F4|STRAP_HUMAN	STRAP_HUMAN	AZ942	B2022-03-18	20.5334	0	1	1	2
psvid_95602_sp|Q9Y2W6|TDRKH_HUMAN	TDRKH_HUMAN	AZ942	B2022-03-18	19.4131	0	1	1	1
