protein_id	entry	sample_id	batch	lfq	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	n_runs_with_psm_any
psvid_100140_sp|P52797|EFNA3_HUMAN	EFNA3_HUMAN	AZ909	B2021-05-06	20.3027	0	1	1	3
psvid_101229_sp|Q5TGZ0|MIC10_HUMAN	MIC10_HUMAN	AZ909	B2021-05-06	23.4553	0	1	1	5
psvid_102282_sp|Q4VC31|MIX23_HUMAN	MIX23_HUMAN	AZ909	B2021-05-06	21.4762	0	2	1	4
psvid_102460_sp|O75192|PX11A_HUMAN	PX11A_HUMAN	AZ909	B2021-05-06	21.5412	0	2	1	5
psvid_103084_sp|A0PJX8|TMM82_HUMAN	TMM82_HUMAN	AZ909	B2021-05-06	20.9571	0	1	1	3
psvid_103297_sp|O14957|QCR10_HUMAN	QCR10_HUMAN	AZ909	B2021-05-06	21.7935	0	1	1	3
psvid_103831_sp|Q629K1|TRIQK_HUMAN	TRIQK_HUMAN	AZ909	B2021-05-06	21.0744	0	1	1	2
psvid_104292_sp|Q96NZ9|PRAP1_HUMAN	PRAP1_HUMAN	AZ909	B2021-05-06	19.2308	0	1	1	1
psvid_104786_sp|Q8IVP5|FUND1_HUMAN	FUND1_HUMAN	AZ909	B2021-05-06	19.9696	0	1	1	1
psvid_104903_sp|Q5T0D9|TPRGL_HUMAN	TPRGL_HUMAN	AZ909	B2021-05-06	19.3591	0	1	1	3
psvid_10710_sp|P55081|MFAP1_HUMAN	MFAP1_HUMAN	AZ909	B2021-05-06	18.9258	0	1	1	1
psvid_110126_sp|Q9P0M9|RM27_HUMAN	RM27_HUMAN	AZ909	B2021-05-06	18.6732	0	1	1	4
psvid_1210404_sp|Q99766|ATP5S_HUMAN	ATP5S_HUMAN	AZ909	B2021-05-06	19.2065	0	1	1	2
psvid_1214675_sp|Q9HA65|TBC17_HUMAN	TBC17_HUMAN	AZ909	B2021-05-06	21.9929	0	2	1	5
psvid_1214927_sp|Q5SNV9|CA167_HUMAN	CA167_HUMAN	AZ909	B2021-05-06	21.2031	0	1	1	1
psvid_1265196_sp|P07358|CO8B_HUMAN	CO8B_HUMAN	AZ909	B2021-05-06	21.4378	0	3	1	5
psvid_15859_sp|P62072|TIM10_HUMAN	TIM10_HUMAN	AZ909	B2021-05-06	21.3178	0	2	1	6
psvid_159685_sp|P29474|NOS3_HUMAN	NOS3_HUMAN	AZ909	B2021-05-06	19.4758	0	1	1	2
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	AZ909	B2021-05-06	23.5821	0	1	1	1
psvid_167391_sp|Q8NBQ7|AQP11_HUMAN	AQP11_HUMAN	AZ909	B2021-05-06	19.5308	0	1	1	2
psvid_21527_sp|P61970|NTF2_HUMAN	NTF2_HUMAN	AZ909	B2021-05-06	19.5818	0	1	1	2
psvid_23165_sp|Q9Y2I6|NINL_HUMAN	NINL_HUMAN	AZ909	B2021-05-06	19.4515	0	1	1	2
psvid_23208_sp|O60287|NPA1P_HUMAN	NPA1P_HUMAN	AZ909	B2021-05-06	19.6037	0	1	1	1
psvid_23219_sp|O60832|DKC1_HUMAN	DKC1_HUMAN	AZ909	B2021-05-06	19.6174	0	1	1	2
psvid_23474_sp|Q9BX68|HINT2_HUMAN	HINT2_HUMAN	AZ909	B2021-05-06	21.3396	0	1	1	5
psvid_23549_sp|P02730|B3AT_HUMAN	B3AT_HUMAN	AZ909	B2021-05-06	22.3638	0	1	1	4
psvid_23816_sp|P41250|GARS_HUMAN	GARS_HUMAN	AZ909	B2021-05-06	20.6772	0	1	1	1
psvid_23923_sp|Q99595|TI17A_HUMAN	TI17A_HUMAN	AZ909	B2021-05-06	20.4586	0	1	1	1
psvid_24000_sp|Q9P0L2|MARK1_HUMAN	MARK1_HUMAN	AZ909	B2021-05-06	22.381	0	1	1	2
psvid_24061_sp|Q9NYQ8|FAT2_HUMAN	FAT2_HUMAN	AZ909	B2021-05-06	20.5783	0	1	1	1
psvid_24093_sp|Q9UJV9|DDX41_HUMAN	DDX41_HUMAN	AZ909	B2021-05-06	19.2021	0	1	1	2
psvid_24122_sp|O94986|CE152_HUMAN	CE152_HUMAN	AZ909	B2021-05-06	20.0383	0	1	1	2
psvid_24320_sp|O14894|T4S5_HUMAN	T4S5_HUMAN	AZ909	B2021-05-06	18.9997	0	1	1	4
psvid_24789_sp|Q96LK8|SPT32_HUMAN	SPT32_HUMAN	AZ909	B2021-05-06	20.2614	0	1	1	2
psvid_24857_sp|Q9HD33|RM47_HUMAN	RM47_HUMAN	AZ909	B2021-05-06	19.2025	0	1	1	4
psvid_24947_sp|P08034|CXB1_HUMAN	CXB1_HUMAN	AZ909	B2021-05-06	19.4643	0	1	1	4
psvid_25085_sp|Q5T3F8|TM63B_HUMAN	TM63B_HUMAN	AZ909	B2021-05-06	19.5899	0	1	1	2
psvid_25437_sp|O95394|AGM1_HUMAN	AGM1_HUMAN	AZ909	B2021-05-06	18.3036	0	1	1	2
psvid_25511_sp|Q9NXG6|P4HTM_HUMAN	P4HTM_HUMAN	AZ909	B2021-05-06	19.7639	0	1	1	2
psvid_25547_sp|Q15361|TTF1_HUMAN	TTF1_HUMAN	AZ909	B2021-05-06	20.4133	0	1	1	3
psvid_25591_sp|Q9Y5H5|PCDA9_HUMAN	PCDA9_HUMAN	AZ909	B2021-05-06	18.7768	0	1	1	1
psvid_26151_sp|P48775|T23O_HUMAN	T23O_HUMAN	AZ909	B2021-05-06	21.7996	0	2	1	5
psvid_26164_sp|Q7Z412|PEX26_HUMAN	PEX26_HUMAN	AZ909	B2021-05-06	19.5124	0	1	1	2
psvid_26365_sp|Q07157|ZO1_HUMAN	ZO1_HUMAN	AZ909	B2021-05-06	20.6426	0	1	1	2
psvid_26900_sp|Q7KZ85|SPT6H_HUMAN	SPT6H_HUMAN	AZ909	B2021-05-06	19.9754	0	1	1	2
psvid_27419_sp|Q7Z3U7|MON2_HUMAN	MON2_HUMAN	AZ909	B2021-05-06	19.6461	0	1	1	3
psvid_27523_sp|Q8NCS4|TM35B_HUMAN	TM35B_HUMAN	AZ909	B2021-05-06	20.4099	0	1	1	2
psvid_28679_sp|Q12846|STX4_HUMAN	STX4_HUMAN	AZ909	B2021-05-06	21.8674	0	4	1	7
psvid_29116_sp|Q9H6R3|ACSS3_HUMAN	ACSS3_HUMAN	AZ909	B2021-05-06	21.3001	0	3	1	6
psvid_29652_sp|Q96RL7|VP13A_HUMAN	VP13A_HUMAN	AZ909	B2021-05-06	18.7738	0	1	1	2
psvid_29709_sp|Q8TD30|ALAT2_HUMAN	ALAT2_HUMAN	AZ909	B2021-05-06	22.0619	0	1	1	3
psvid_29935_sp|Q02388|CO7A1_HUMAN	CO7A1_HUMAN	AZ909	B2021-05-06	21.2021	0	1	1	4
psvid_30024_sp|P52735|VAV2_HUMAN	VAV2_HUMAN	AZ909	B2021-05-06	16.7862	0	1	1	2
psvid_30308_sp|Q7Z401|MYCPP_HUMAN	MYCPP_HUMAN	AZ909	B2021-05-06	22.0892	0	1	1	3
psvid_30431_sp|Q9H7F0|AT133_HUMAN	AT133_HUMAN	AZ909	B2021-05-06	20.2	0	1	1	1
psvid_30464_sp|Q13123|RED_HUMAN	RED_HUMAN	AZ909	B2021-05-06	20.4081	0	1	1	3
psvid_30578_sp|Q8NHP6|MSPD2_HUMAN	MSPD2_HUMAN	AZ909	B2021-05-06	22.4598	0	3	1	7
psvid_30741_sp|Q13402|MYO7A_HUMAN	MYO7A_HUMAN	AZ909	B2021-05-06	19.2746	0	1	1	1
psvid_30977_sp|Q9NPL8|TIDC1_HUMAN	TIDC1_HUMAN	AZ909	B2021-05-06	21.5663	0	1	1	6
psvid_31538_sp|Q14151|SAFB2_HUMAN	SAFB2_HUMAN	AZ909	B2021-05-06	18.9077	0	1	1	1
psvid_31973_sp|Q8TDM6|DLG5_HUMAN	DLG5_HUMAN	AZ909	B2021-05-06	18.9054	0	1	1	3
psvid_32848_sp|Q9UKK3|PARP4_HUMAN	PARP4_HUMAN	AZ909	B2021-05-06	21.1167	0	2	1	2
psvid_32990_sp|Q92945|FUBP2_HUMAN	FUBP2_HUMAN	AZ909	B2021-05-06	19.6722	0	1	1	1
psvid_33048_sp|O14802|RPC1_HUMAN	RPC1_HUMAN	AZ909	B2021-05-06	22.0033	0	1	1	1
psvid_33137_sp|Q9ULJ3|ZBT21_HUMAN	ZBT21_HUMAN	AZ909	B2021-05-06	22.6281	0	1	1	2
psvid_33423_sp|O95248|MTMR5_HUMAN	MTMR5_HUMAN	AZ909	B2021-05-06	18.3832	0	1	1	3
psvid_33880_sp|Q96I99|SUCB2_HUMAN	SUCB2_HUMAN	AZ909	B2021-05-06	23.1377	0	2	1	7
psvid_33954_sp|Q8N9H8|MUT7_HUMAN	MUT7_HUMAN	AZ909	B2021-05-06	21.5736	0	1	1	1
psvid_34130_sp|Q96G03|PGM2_HUMAN	PGM2_HUMAN	AZ909	B2021-05-06	21.1123	0	1	1	6
psvid_34182_sp|Q9H6S3|ES8L2_HUMAN	ES8L2_HUMAN	AZ909	B2021-05-06	22.6749	0	1	1	5
psvid_34833_sp|Q9Y266|NUDC_HUMAN	NUDC_HUMAN	AZ909	B2021-05-06	19.8415	0	1	1	4
psvid_34905_sp|O60603|TLR2_HUMAN	TLR2_HUMAN	AZ909	B2021-05-06	18.8344	0	1	1	1
psvid_35044_sp|Q6TFL3|CC171_HUMAN	CC171_HUMAN	AZ909	B2021-05-06	23.1328	0	1	1	6
psvid_35542_sp|Q7L5N7|PCAT2_HUMAN	PCAT2_HUMAN	AZ909	B2021-05-06	20.4518	0	1	1	3
psvid_35888_sp|Q969V5|MUL1_HUMAN	MUL1_HUMAN	AZ909	B2021-05-06	18.9923	0	1	1	1
psvid_36029_sp|P60059|SC61G_HUMAN	SC61G_HUMAN	AZ909	B2021-05-06	21.6944	0	1	1	2
psvid_36066_sp|Q96NU7|HUTI_HUMAN	HUTI_HUMAN	AZ909	B2021-05-06	21.674	0	2	1	6
psvid_36077_sp|Q9Y2W2|WBP11_HUMAN	WBP11_HUMAN	AZ909	B2021-05-06	19.3762	0	1	1	3
psvid_36206_sp|P46734|MP2K3_HUMAN	MP2K3_HUMAN	AZ909	B2021-05-06	19.404	0	1	1	4
psvid_36489_sp|Q8WXG9|AGRV1_HUMAN	AGRV1_HUMAN	AZ909	B2021-05-06	23.6739	0	1	1	3
psvid_36911_sp|Q9P126|CLC1B_HUMAN	CLC1B_HUMAN	AZ909	B2021-05-06	24.1444	0	1	1	4
psvid_36948_sp|Q9UI38|TSP50_HUMAN	TSP50_HUMAN	AZ909	B2021-05-06	19.3952	0	1	1	3
psvid_37010_sp|O60869|EDF1_HUMAN	EDF1_HUMAN	AZ909	B2021-05-06	22.1664	0	3	1	6
psvid_37048_sp|P48506|GSH1_HUMAN	GSH1_HUMAN	AZ909	B2021-05-06	18.7827	0	1	1	4
psvid_37332_sp|Q8IUA0|WFDC8_HUMAN	WFDC8_HUMAN	AZ909	B2021-05-06	18.9132	0	1	1	3
psvid_37457_sp|Q9HBF4|ZFYV1_HUMAN	ZFYV1_HUMAN	AZ909	B2021-05-06	21.0653	0	1	1	2
psvid_374620_sp|Q86WJ1|CHD1L_HUMAN	CHD1L_HUMAN	AZ909	B2021-05-06	20.7319	0	1	1	2
psvid_37739_sp|Q09161|NCBP1_HUMAN	NCBP1_HUMAN	AZ909	B2021-05-06	18.67	0	1	1	2
psvid_37870_sp|O00408|PDE2A_HUMAN	PDE2A_HUMAN	AZ909	B2021-05-06	19.0537	0	1	1	2
psvid_38010_sp|Q53F39|MPPE1_HUMAN	MPPE1_HUMAN	AZ909	B2021-05-06	19.3986	0	1	1	2
psvid_38162_sp|P58511|SIM11_HUMAN	SIM11_HUMAN	AZ909	B2021-05-06	18.6107	0	1	1	2
psvid_38352_sp|P30876|RPB2_HUMAN	RPB2_HUMAN	AZ909	B2021-05-06	18.3641	0	1	1	1
psvid_38419_sp|Q53GS9|UBP39_HUMAN	UBP39_HUMAN	AZ909	B2021-05-06	19.0837	0	1	1	2
psvid_38927_sp|Q99570|PI3R4_HUMAN	PI3R4_HUMAN	AZ909	B2021-05-06	18.5828	0	1	1	2
psvid_39213_sp|P49913|CAMP_HUMAN	CAMP_HUMAN	AZ909	B2021-05-06	21.4332	0	2	1	6
psvid_39830_sp|Q9H489|TSY26_HUMAN	TSY26_HUMAN	AZ909	B2021-05-06	21.3454	0	1	1	2
psvid_40291_sp|Q8IWA5|CTL2_HUMAN	CTL2_HUMAN	AZ909	B2021-05-06	22.4724	0	1	1	4
psvid_40718_sp|Q8IWW8|HOT_HUMAN	HOT_HUMAN	AZ909	B2021-05-06	19.6796	0	1	1	4
psvid_40730_sp|P82673|RT35_HUMAN	RT35_HUMAN	AZ909	B2021-05-06	20.2668	0	1	1	3
psvid_40758_sp|P28290|ITPI2_HUMAN	ITPI2_HUMAN	AZ909	B2021-05-06	20.0703	0	1	1	3
psvid_41023_sp|P49756|RBM25_HUMAN	RBM25_HUMAN	AZ909	B2021-05-06	18.8055	0	1	1	1
psvid_41102_sp|P13598|ICAM2_HUMAN	ICAM2_HUMAN	AZ909	B2021-05-06	19.1081	0	1	1	3
psvid_41137_sp|Q86UT6|NLRX1_HUMAN	NLRX1_HUMAN	AZ909	B2021-05-06	22.5271	0	3	1	5
psvid_41503_sp|Q96AE7|TTC17_HUMAN	TTC17_HUMAN	AZ909	B2021-05-06	20.3026	0	1	1	5
psvid_41633_sp|Q16719|KYNU_HUMAN	KYNU_HUMAN	AZ909	B2021-05-06	19.6774	0	1	1	2
psvid_418810_sp|Q4V328|GRAP1_HUMAN	GRAP1_HUMAN	AZ909	B2021-05-06	23.1212	0	1	1	6
psvid_419949_sp|P17405|ASM_HUMAN	ASM_HUMAN	AZ909	B2021-05-06	20.3679	0	2	1	5
psvid_42112_sp|Q96I15|SCLY_HUMAN	SCLY_HUMAN	AZ909	B2021-05-06	19.0454	0	1	1	4
psvid_42491_sp|O75636|FCN3_HUMAN	FCN3_HUMAN	AZ909	B2021-05-06	18.5821	0	1	1	2
psvid_43076_sp|Q9HA77|SYCM_HUMAN	SYCM_HUMAN	AZ909	B2021-05-06	15.896	0	1	1	3
psvid_43879_sp|Q9Y5Y2|NUBP2_HUMAN	NUBP2_HUMAN	AZ909	B2021-05-06	22.0229	0	1	1	4
psvid_45004_sp|P54289|CA2D1_HUMAN	CA2D1_HUMAN	AZ909	B2021-05-06	20.5186	0	1	1	3
psvid_45519_sp|Q56UN5|M3K19_HUMAN	M3K19_HUMAN	AZ909	B2021-05-06	25.0724	0	1	1	4
psvid_45619_sp|Q969S0|S35B4_HUMAN	S35B4_HUMAN	AZ909	B2021-05-06	18.9944	0	1	1	2
psvid_45922_sp|Q7L1S5|CHST9_HUMAN	CHST9_HUMAN	AZ909	B2021-05-06	20.5282	0	1	1	4
psvid_45995_sp|P48163|MAOX_HUMAN	MAOX_HUMAN	AZ909	B2021-05-06	19.8549	0	1	1	2
psvid_46036_sp|O60784|TOM1_HUMAN	TOM1_HUMAN	AZ909	B2021-05-06	22.6052	0	1	1	5
psvid_46346_sp|Q9UHN6|CEIP2_HUMAN	CEIP2_HUMAN	AZ909	B2021-05-06	21.6711	0	2	1	6
psvid_46731_sp|Q9BYV1|AGT2_HUMAN	AGT2_HUMAN	AZ909	B2021-05-06	19.8881	0	1	1	1
psvid_47431_sp|Q6ZUT9|DEN5B_HUMAN	DEN5B_HUMAN	AZ909	B2021-05-06	21.5926	0	1	1	1
psvid_48174_sp|P29322|EPHA8_HUMAN	EPHA8_HUMAN	AZ909	B2021-05-06	22.2274	0	1	1	2
psvid_48501_sp|A6NEL2|SWAHB_HUMAN	SWAHB_HUMAN	AZ909	B2021-05-06	21.4785	0	1	1	3
psvid_48653_sp|O14494|PLPP1_HUMAN	PLPP1_HUMAN	AZ909	B2021-05-06	19.7365	0	1	1	4
psvid_48668_sp|Q9H9J2|RM44_HUMAN	RM44_HUMAN	AZ909	B2021-05-06	18.8131	0	1	1	1
psvid_49033_sp|P13498|CY24A_HUMAN	CY24A_HUMAN	AZ909	B2021-05-06	21.623	0	1	1	4
psvid_49191_sp|P05106|ITB3_HUMAN	ITB3_HUMAN	AZ909	B2021-05-06	20.9076	0	1	1	4
psvid_49295_sp|P53396|ACLY_HUMAN	ACLY_HUMAN	AZ909	B2021-05-06	21.0906	0	1	1	4
psvid_49540_sp|P49746|TSP3_HUMAN	TSP3_HUMAN	AZ909	B2021-05-06	20.7765	0	1	1	3
psvid_49891_sp|Q2VPB7|AP5B1_HUMAN	AP5B1_HUMAN	AZ909	B2021-05-06	16.5269	0	1	1	2
psvid_50012_sp|Q9BQC6|RT63_HUMAN	RT63_HUMAN	AZ909	B2021-05-06	19.8252	0	1	1	3
psvid_50272_sp|Q9BZE1|RM37_HUMAN	RM37_HUMAN	AZ909	B2021-05-06	21.8421	0	1	1	4
psvid_50297_sp|Q9BZE4|GTPB4_HUMAN	GTPB4_HUMAN	AZ909	B2021-05-06	20.347	0	1	1	2
psvid_5048_sp|Q9Y2Q5|LTOR2_HUMAN	LTOR2_HUMAN	AZ909	B2021-05-06	21.6913	0	1	1	6
psvid_50498_sp|Q9NUQ2|PLCE_HUMAN	PLCE_HUMAN	AZ909	B2021-05-06	23.1015	0	4	1	6
psvid_50573_sp|Q8IXJ6|SIR2_HUMAN	SIR2_HUMAN	AZ909	B2021-05-06	20.3109	0	2	1	5
psvid_50894_sp|Q96C01|TIMCC_HUMAN	TIMCC_HUMAN	AZ909	B2021-05-06	22.589	0	2	1	4
psvid_51186_sp|Q10588|BST1_HUMAN	BST1_HUMAN	AZ909	B2021-05-06	19.9289	0	1	1	2
psvid_51784_sp|Q9NQG1|MANBL_HUMAN	MANBL_HUMAN	AZ909	B2021-05-06	18.541	0	1	1	5
psvid_52492_sp|P54577|SYYC_HUMAN	SYYC_HUMAN	AZ909	B2021-05-06	20.5169	0	1	1	2
psvid_52524_sp|P35659|DEK_HUMAN	DEK_HUMAN	AZ909	B2021-05-06	20.6248	0	1	1	2
psvid_5253_sp|Q9H3Z4|DNJC5_HUMAN	DNJC5_HUMAN	AZ909	B2021-05-06	20.1522	0	1	1	5
psvid_52567_sp|Q7LBR1|CHM1B_HUMAN	CHM1B_HUMAN	AZ909	B2021-05-06	20.8879	0	1	1	3
psvid_53178_sp|Q9BRA0|NAA38_HUMAN	NAA38_HUMAN	AZ909	B2021-05-06	19.7402	0	1	1	2
psvid_53540_sp|Q9BSF4|TIM29_HUMAN	TIM29_HUMAN	AZ909	B2021-05-06	20.5316	0	1	1	3
psvid_54838_sp|Q9BYD3|RM04_HUMAN	RM04_HUMAN	AZ909	B2021-05-06	19.0693	0	1	1	3
psvid_54873_sp|P52943|CRIP2_HUMAN	CRIP2_HUMAN	AZ909	B2021-05-06	21.2196	0	1	1	5
psvid_54983_sp|P10398|ARAF_HUMAN	ARAF_HUMAN	AZ909	B2021-05-06	19.4109	0	1	1	5
psvid_55085_sp|Q5TAX3|TUT4_HUMAN	TUT4_HUMAN	AZ909	B2021-05-06	20.8489	0	1	1	1
psvid_55419_sp|Q9UEY8|ADDG_HUMAN	ADDG_HUMAN	AZ909	B2021-05-06	18.6014	0	1	1	1
psvid_55550_sp|Q8TDD1|DDX54_HUMAN	DDX54_HUMAN	AZ909	B2021-05-06	18.9283	0	1	1	1
psvid_55948_sp|O15118|NPC1_HUMAN	NPC1_HUMAN	AZ909	B2021-05-06	19.2732	0	1	1	2
psvid_56163_sp|O60240|PLIN1_HUMAN	PLIN1_HUMAN	AZ909	B2021-05-06	20.5392	0	1	1	3
psvid_56468_sp|Q9H2U2|IPYR2_HUMAN	IPYR2_HUMAN	AZ909	B2021-05-06	20.804	0	1	1	5
psvid_57045_sp|Q32M88|PGGHG_HUMAN	PGGHG_HUMAN	AZ909	B2021-05-06	19.756	0	1	1	1
psvid_57275_sp|Q15818|NPTX1_HUMAN	NPTX1_HUMAN	AZ909	B2021-05-06	22.2976	0	1	1	2
psvid_57918_sp|Q6P3W7|SCYL2_HUMAN	SCYL2_HUMAN	AZ909	B2021-05-06	20.1825	0	1	1	1
psvid_58764_sp|Q9BW91|NUDT9_HUMAN	NUDT9_HUMAN	AZ909	B2021-05-06	20.571	0	1	1	2
psvid_59021_sp|Q8NG11|TSN14_HUMAN	TSN14_HUMAN	AZ909	B2021-05-06	19.9152	0	1	1	7
psvid_59156_sp|Q9Y2S7|PDIP2_HUMAN	PDIP2_HUMAN	AZ909	B2021-05-06	20.7061	0	2	1	2
psvid_59162_sp|Q9HD42|CHM1A_HUMAN	CHM1A_HUMAN	AZ909	B2021-05-06	21.0626	0	1	1	2
psvid_59336_sp|P09972|ALDOC_HUMAN	ALDOC_HUMAN	AZ909	B2021-05-06	20.745	0	1	1	6
psvid_59498_sp|O43292|GPAA1_HUMAN	GPAA1_HUMAN	AZ909	B2021-05-06	19.9201	0	1	1	2
psvid_60391_sp|Q96CP7|TLCD1_HUMAN	TLCD1_HUMAN	AZ909	B2021-05-06	18.9592	0	1	1	2
psvid_60456_sp|Q96D46|NMD3_HUMAN	NMD3_HUMAN	AZ909	B2021-05-06	18.597	0	1	1	3
psvid_60603_sp|P50336|PPOX_HUMAN	PPOX_HUMAN	AZ909	B2021-05-06	21.0522	0	1	1	2
psvid_60675_sp|P25445|TNR6_HUMAN	TNR6_HUMAN	AZ909	B2021-05-06	18.3617	0	1	1	2
psvid_60919_sp|Q9Y548|YIPF1_HUMAN	YIPF1_HUMAN	AZ909	B2021-05-06	19.9102	0	1	1	3
psvid_61261_sp|O43617|TPPC3_HUMAN	TPPC3_HUMAN	AZ909	B2021-05-06	19.0494	0	1	1	2
psvid_61856_sp|Q9NYJ1|COA4_HUMAN	COA4_HUMAN	AZ909	B2021-05-06	20.4357	0	1	1	4
psvid_61863_sp|O00244|ATOX1_HUMAN	ATOX1_HUMAN	AZ909	B2021-05-06	20.4509	0	2	1	5
psvid_61879_sp|P54753|EPHB3_HUMAN	EPHB3_HUMAN	AZ909	B2021-05-06	22.3948	0	1	1	2
psvid_61983_sp|Q92522|H1X_HUMAN	H1X_HUMAN	AZ909	B2021-05-06	20.392	0	1	1	4
psvid_62168_sp|Q92688|AN32B_HUMAN	AN32B_HUMAN	AZ909	B2021-05-06	18.7254	0	1	1	1
psvid_62500_sp|Q9Y230|RUVB2_HUMAN	RUVB2_HUMAN	AZ909	B2021-05-06	20.8404	0	1	1	7
psvid_62853_sp|Q9P000|COMD9_HUMAN	COMD9_HUMAN	AZ909	B2021-05-06	20.165	0	1	1	1
psvid_63168_sp|Q9Y375|CIA30_HUMAN	CIA30_HUMAN	AZ909	B2021-05-06	22.3313	0	1	1	4
psvid_63415_sp|P42226|STAT6_HUMAN	STAT6_HUMAN	AZ909	B2021-05-06	18.9466	0	1	1	3
psvid_63990_sp|Q9BSA9|TM175_HUMAN	TM175_HUMAN	AZ909	B2021-05-06	20.5026	0	2	1	6
psvid_64254_sp|Q9NXB9|ELOV2_HUMAN	ELOV2_HUMAN	AZ909	B2021-05-06	20.5666	0	1	1	7
psvid_65026_sp|Q5GLZ8|HERC4_HUMAN	HERC4_HUMAN	AZ909	B2021-05-06	22.6497	0	1	1	2
psvid_65329_sp|Q13596|SNX1_HUMAN	SNX1_HUMAN	AZ909	B2021-05-06	20.5939	0	2	1	5
psvid_65475_sp|Q9HB71|CYBP_HUMAN	CYBP_HUMAN	AZ909	B2021-05-06	20.8528	0	1	1	1
psvid_659510_sp|A0A494C071|PWWP4_HUMAN	PWWP4_HUMAN	AZ909	B2021-05-06	20.7094	0	1	1	5
psvid_66277_sp|Q96GM8|TOE1_HUMAN	TOE1_HUMAN	AZ909	B2021-05-06	20.1898	0	1	1	2
psvid_66474_sp|P09668|CATH_HUMAN	CATH_HUMAN	AZ909	B2021-05-06	20.6012	0	2	1	6
psvid_66776_sp|Q6Y1H2|HACD2_HUMAN	HACD2_HUMAN	AZ909	B2021-05-06	19.1095	0	1	1	4
psvid_67392_sp|Q9H0E7|UBP44_HUMAN	UBP44_HUMAN	AZ909	B2021-05-06	21.0475	0	1	1	3
psvid_67692_sp|P04062|GBA1_HUMAN	GBA1_HUMAN	AZ909	B2021-05-06	22.7149	0	4	1	7
psvid_68125_sp|Q13057|COASY_HUMAN	COASY_HUMAN	AZ909	B2021-05-06	18.1982	0	1	1	3
psvid_68198_sp|P51636|CAV2_HUMAN	CAV2_HUMAN	AZ909	B2021-05-06	18.233	0	1	1	1
psvid_68310_sp|Q9Y6W5|WASF2_HUMAN	WASF2_HUMAN	AZ909	B2021-05-06	20.0905	0	1	1	4
psvid_68738_sp|Q9NRA0|SPHK2_HUMAN	SPHK2_HUMAN	AZ909	B2021-05-06	20.1893	0	1	1	6
psvid_69541_sp|Q16401|PSMD5_HUMAN	PSMD5_HUMAN	AZ909	B2021-05-06	19.4099	0	1	1	4
psvid_69644_sp|Q9H2V7|SPNS1_HUMAN	SPNS1_HUMAN	AZ909	B2021-05-06	21.4262	0	1	1	7
psvid_69794_sp|P10109|ADX_HUMAN	ADX_HUMAN	AZ909	B2021-05-06	22.0577	0	1	1	6
psvid_70039_sp|Q7Z3Q1|S46A3_HUMAN	S46A3_HUMAN	AZ909	B2021-05-06	20.47	0	1	1	5
psvid_70244_sp|Q6P179|ERAP2_HUMAN	ERAP2_HUMAN	AZ909	B2021-05-06	24.1062	0	1	1	4
psvid_70720_sp|Q14CZ8|HECAM_HUMAN	HECAM_HUMAN	AZ909	B2021-05-06	21.4377	0	3	1	5
psvid_71275_sp|Q7Z7N9|T179B_HUMAN	T179B_HUMAN	AZ909	B2021-05-06	21.5896	0	2	1	5
psvid_71611_sp|Q9H008|LHPP_HUMAN	LHPP_HUMAN	AZ909	B2021-05-06	21.5035	0	1	1	5
psvid_71779_sp|Q9H0S4|DDX47_HUMAN	DDX47_HUMAN	AZ909	B2021-05-06	18.9367	0	1	1	1
psvid_73715_sp|P81172|HEPC_HUMAN	HEPC_HUMAN	AZ909	B2021-05-06	20.2638	0	1	1	2
psvid_73968_sp|Q96DA6|TIM14_HUMAN	TIM14_HUMAN	AZ909	B2021-05-06	22.5494	0	3	1	5
psvid_74308_sp|Q9GZT6|CC90B_HUMAN	CC90B_HUMAN	AZ909	B2021-05-06	22.517	0	3	1	6
psvid_74583_sp|Q9UHL4|DPP2_HUMAN	DPP2_HUMAN	AZ909	B2021-05-06	18.5005	0	1	1	3
psvid_7514_sp|Q5VST6|AB17B_HUMAN	AB17B_HUMAN	AZ909	B2021-05-06	22.6373	0	1	1	2
psvid_75483_sp|O95476|CNEP1_HUMAN	CNEP1_HUMAN	AZ909	B2021-05-06	18.6041	0	1	1	3
psvid_76192_sp|O95373|IPO7_HUMAN	IPO7_HUMAN	AZ909	B2021-05-06	20.5814	0	1	1	2
psvid_76431_sp|Q86WA8|LONP2_HUMAN	LONP2_HUMAN	AZ909	B2021-05-06	19.6188	0	1	1	3
psvid_76499_sp|O60232|ZNRD2_HUMAN	ZNRD2_HUMAN	AZ909	B2021-05-06	19.1912	0	1	1	2
psvid_76620_sp|Q9BX67|JAM3_HUMAN	JAM3_HUMAN	AZ909	B2021-05-06	23.9909	0	1	1	6
psvid_76916_sp|Q9UNI6|DUS12_HUMAN	DUS12_HUMAN	AZ909	B2021-05-06	17.4187	0	1	1	1
psvid_77007_sp|P63173|RL38_HUMAN	RL38_HUMAN	AZ909	B2021-05-06	21.5005	0	2	1	7
psvid_77624_sp|Q9UL15|BAG5_HUMAN	BAG5_HUMAN	AZ909	B2021-05-06	18.6014	0	1	1	2
psvid_77689_sp|O95747|OXSR1_HUMAN	OXSR1_HUMAN	AZ909	B2021-05-06	19.1635	0	1	1	2
