protein_group	AZ905	AZ907	AZ909	AZ906	AZ908	AZ910	AZ941	AZ942
sp|Q9BUQ8|DDX23_HUMAN	2	3	4	2	2	3	0	1
sp|Q9BWJ5|SF3B5_HUMAN	2	3	2	3	2	2	1	1
sp|Q9P246|STIM2_HUMAN	3	1	3	3	2	1	3	2
sp|A0M8Q6|IGLC7_HUMAN	5	2	1	4	3	1	2	1
sp|P49720|PSB3_HUMAN	3	1	5	2	0	3	2	1
sp|Q15427|SF3B4_HUMAN	2	4	3	3	0	1	1	3
sp|Q8N0X4|CLYBL_HUMAN	3	4	2	2	4	1	1	0
sp|Q9UMX0|UBQL1_HUMAN	0	2	6	0	0	7	4	3
sp|P07686|HEXB_HUMAN	6	5	0	8	4	2	0	0
sp|Q6P093|ADCL2_HUMAN	2	3	2	3	1	2	2	2
sp|Q96HY7|DHTK1_HUMAN	5	4	1	3	4	3	0	0
sp|Q9NP73|ALG13_HUMAN	2	1	2	2	2	2	2	5
sp|O00442|RTCA_HUMAN	1	2	2	4	2	2	1	2
sp|O75023|LIRB5_HUMAN	4	3	2	2	3	3	2	0
sp|P01859|IGHG2_HUMAN	6	5	1	5	4	1	0	0
sp|P48556|PSMD8_HUMAN	3	2	1	3	0	4	2	1
sp|Q8IYT4|KATL2_HUMAN	2	3	2	2	3	1	2	3
sp|Q8NBK3|SUMF1_HUMAN	2	2	3	1	4	1	2	1
sp|Q9BVG9|PTSS2_HUMAN	2	1	1	1	1	1	3	4
sp|Q9Y295|DRG1_HUMAN	4	2	2	4	0	3	1	1
sp|O75629|CREG1_HUMAN	5	4	4	5	4	2	0	0
sp|P39880|CUX1_HUMAN	4	1	2	3	3	4	0	1
sp|P55327|TPD52_HUMAN	1	4	4	1	2	5	0	0
sp|Q14CZ8|HECAM_HUMAN	6	0	0	6	0	1	4	4
sp|Q9BQ95|ECSIT_HUMAN	6	0	1	6	0	0	4	4
sp|Q9NXC5|MIOS_HUMAN	4	0	1	2	1	1	4	6
sp|O00203|AP3B1_HUMAN	2	4	2	1	1	2	1	1
sp|O15228|GNPAT_HUMAN	2	2	1	1	1	2	3	2
sp|O60493|SNX3_HUMAN	1	3	1	1	3	3	1	1
sp|P02585|TNNC2_HUMAN	1	2	3	2	2	2	1	2
sp|Q13451|FKBP5_HUMAN	7	2	2	6	1	3	0	0
sp|Q92673|SORL_HUMAN	12	0	1	7	0	0	2	0
sp|Q9H5Q4|TFB2M_HUMAN	4	5	1	4	2	2	1	0
sp|KRHB4_HUMAN|	1	2	3	3	3	3	0	1
sp|Q9NSB2|KRT84_HUMAN	1	2	3	3	3	3	0	1
sp|P12035|K2C3_HUMAN	1	2	3	3	3	3	0	1
sp|O15239|NDUA1_HUMAN	3	3	2	2	1	2	1	1
sp|O43286|B4GT5_HUMAN	2	3	3	2	2	3	0	1
sp|O60337|MARH6_HUMAN	2	2	1	2	2	3	2	2
sp|P62304|RUXE_HUMAN	2	2	3	1	2	2	1	1
sp|P79483|DRB3_HUMAN	6	5	4	3	3	2	0	0
sp|Q13797|ITA9_HUMAN	6	0	3	6	1	2	0	1
sp|Q14141|SEPT6_HUMAN	2	1	2	3	1	2	3	2
sp|Q66PJ3|AR6P4_HUMAN	5	2	2	4	1	1	1	1
sp|Q7Z3Z0|K1C25_HUMAN	3	1	2	1	3	2	1	2
sp|Q7Z3Y8|K1C27_HUMAN	3	1	2	1	3	2	1	2
sp|Q96A49|SYAP1_HUMAN	1	9	3	0	9	3	0	0
sp|Q96HV5|TM41A_HUMAN	3	1	2	2	2	2	4	2
sp|Q9H479|FN3K_HUMAN	2	2	5	2	3	4	0	0
sp|Q9NUN5|LMBD1_HUMAN	2	3	3	0	2	3	2	1
sp|Q9Y6K0|CEPT1_HUMAN	2	2	2	2	1	2	3	3
sp|O75718|CRTAP_HUMAN	0	4	2	1	1	4	1	1
sp|P08590|MYL3_HUMAN	6	2	1	3	2	1	2	1
sp|P05976|MYL1_HUMAN	6	2	1	3	2	1	2	1
sp|P14324|FPPS_HUMAN	2	4	2	2	2	3	1	0
sp|Q04837|SSBP_HUMAN	3	4	3	4	2	1	1	0
sp|Q12846|STX4_HUMAN	4	2	0	2	1	3	2	2
sp|Q9P1U1|ARP3B_HUMAN	1	2	3	3	1	2	1	1
sp|Q9C0K3|ARP3C_HUMAN	1	2	3	3	1	2	1	1
sp|Q9Y5X1|SNX9_HUMAN	1	1	3	3	0	3	4	2
sp|O60476|MA1A2_HUMAN	3	1	4	2	2	2	0	1
sp|P0CG22|DR4L1_HUMAN	4	2	2	1	2	2	1	1
sp|P60981|DEST_HUMAN	5	3	3	2	3	1	0	1
sp|P61165|TM258_HUMAN	2	1	2	2	2	2	4	3
sp|P61225|RAP2B_HUMAN	4	1	1	5	2	1	3	2
sp|P80217|IN35_HUMAN	2	4	4	1	4	4	0	0
sp|Q16720|AT2B3_HUMAN	2	2	1	3	1	1	3	2
sp|Q01814|AT2B2_HUMAN	2	2	1	3	1	1	3	2
sp|Q53EL6|PDCD4_HUMAN	4	3	0	7	2	0	2	1
sp|Q6P1Q0|LTMD1_HUMAN	5	3	1	6	0	0	2	3
sp|Q99807|COQ7_HUMAN	3	2	2	5	2	1	1	0
sp|Q9BRL6|SRSF8_HUMAN	1	2	2	1	3	2	2	3
sp|Q9BX59|TPSNR_HUMAN	2	1	6	1	2	4	0	0
sp|Q9BXR6|FHR5_HUMAN	2	1	2	3	2	2	1	3
sp|Q9NRX5|SERC1_HUMAN	3	3	1	3	2	1	2	3
sp|O00469|PLOD2_HUMAN	3	3	4	1	3	4	0	0
sp|O00487|PSDE_HUMAN	2	1	2	1	1	3	2	1
sp|O95336|6PGL_HUMAN	5	1	0	4	2	0	2	3
sp|P42785|PCP_HUMAN	3	2	2	1	1	2	1	1
sp|Q13492|PICAL_HUMAN	2	1	1	5	0	2	1	2
sp|Q16647|PTGIS_HUMAN	0	2	4	2	2	2	2	3
sp|Q86T03|PP4P1_HUMAN	1	4	1	3	1	0	1	4
sp|Q8IZA0|K319L_HUMAN	4	3	3	4	0	2	1	1
sp|Q8N5G0|SIM20_HUMAN	2	2	2	2	3	1	2	3
sp|Q8WXF7|ATLA1_HUMAN	2	3	2	3	0	3	1	2
sp|Q96GF1|RN185_HUMAN	1	0	2	2	0	2	6	3
sp|Q9P0S9|TM14C_HUMAN	3	3	3	2	4	4	0	0
sp|Q9UBS3|DNJB9_HUMAN	2	2	1	2	1	3	1	1
sp|P00390|GSHR_HUMAN	4	4	2	3	2	4	0	0
sp|P23381|SYWC_HUMAN	3	1	4	1	1	3	0	1
sp|Q13557|KCC2D_HUMAN	7	1	4	3	1	1	0	0
sp|Q14232|EI2BA_HUMAN	2	2	2	2	2	2	1	1
sp|Q86VI3|IQGA3_HUMAN	2	2	2	2	2	2	1	1
sp|Q9H307|PININ_HUMAN	3	5	3	2	3	4	0	0
sp|Q9HAN9|NMNA1_HUMAN	2	2	3	3	0	3	2	1
sp|Q9NP97|DLRB1_HUMAN	2	6	2	1	6	2	0	0
sp|Q9P0S3|ORML1_HUMAN	3	2	1	2	1	2	3	2
sp|P36222|CH3L1_HUMAN	0	26	0	0	16	0	0	0
sp|P68036|UB2L3_HUMAN	2	3	2	1	2	1	2	2
sp|Q8WXF0|SRS12_HUMAN	2	2	1	1	1	3	2	1
sp|Q99518|FMO2_HUMAN	2	1	2	2	2	1	4	2
sp|Q9NVP1|DDX18_HUMAN	3	2	4	3	1	4	0	0
sp|O95873|CF047_HUMAN	3	0	1	2	2	2	3	3
sp|P11532|DMD_HUMAN	5	1	3	5	0	0	3	1
sp|P59768|GBG2_HUMAN	2	0	1	3	1	2	3	3
sp|Q14315|FLNC_HUMAN	2	1	2	3	2	2	1	1
sp|Q8NBM4|UBAC2_HUMAN	6	2	1	2	0	2	3	2
sp|Q9H6R3|ACSS3_HUMAN	2	5	0	2	4	0	1	1
sp|Q9NUV7|SPTC3_HUMAN	1	1	4	0	2	2	2	3
sp|O75882|ATRN_HUMAN	2	3	3	3	0	4	2	0
sp|P13688|CEAM1_HUMAN	8	3	2	6	2	3	0	0
sp|P15121|ALDR_HUMAN	2	2	1	4	1	2	1	2
sp|P61457|PHS_HUMAN	1	1	2	3	1	1	3	1
sp|P67775|PP2AA_HUMAN	5	2	3	3	1	3	0	0
sp|P62714|PP2AB_HUMAN	5	2	3	3	1	3	0	0
sp|Q8IX94|CTGE4_HUMAN	0	1	1	3	0	1	5	4
sp|P0CG41|CTGE8_HUMAN	0	1	1	3	0	1	5	4
sp|Q9H8Y8|GORS2_HUMAN	2	0	7	1	1	3	2	2
sp|O43809|CPSF5_HUMAN	1	4	4	2	2	3	0	0
sp|O75569|PRKRA_HUMAN	5	0	3	4	0	2	3	1
sp|O95070|YIF1A_HUMAN	0	2	5	0	0	3	10	4
sp|P18827|SDC1_HUMAN	3	2	2	3	1	1	2	1
sp|P52569|CTR2_HUMAN	2	3	3	3	1	3	1	0
sp|Q01581|HMCS1_HUMAN	2	3	1	2	2	1	2	4
sp|Q4G0N4|NADK2_HUMAN	4	2	0	4	0	0	7	3
sp|Q8TCD1|CR032_HUMAN	3	1	0	4	0	1	6	4
sp|Q96A23|CPNE4_HUMAN	2	1	2	2	1	2	3	4
sp|Q8IYJ1|CPNE9_HUMAN	2	1	2	2	1	2	3	4
sp|Q9HCH3|CPNE5_HUMAN	2	1	2	2	1	2	3	4
sp|Q9UBL6|CPNE7_HUMAN	2	1	2	2	1	2	3	4
sp|Q96FN4|CPNE2_HUMAN	2	1	2	2	1	2	3	4
sp|O95741|CPNE6_HUMAN	2	1	2	2	1	2	3	4
sp|Q86YQ8|CPNE8_HUMAN	2	1	2	2	1	2	3	4
sp|Q9GZT6|CC90B_HUMAN	7	2	0	5	1	0	1	3
sp|Q9UFG5|CS025_HUMAN	1	1	2	1	2	2	4	4
sp|O15145|ARPC3_HUMAN	3	2	2	2	2	1	1	1
sp|O60507|TPST1_HUMAN	1	1	4	3	3	4	0	0
sp|O60704|TPST2_HUMAN	5	2	3	6	2	2	0	0
sp|P08842|STS_HUMAN	3	4	3	2	3	2	0	0
sp|P51114|FXR1_HUMAN	2	2	2	0	3	3	1	2
sp|P60903|S10AA_HUMAN	5	1	3	4	0	1	1	1
sp|P61163|ACTZ_HUMAN	1	3	0	2	3	2	2	2
sp|Q3YBM2|T176B_HUMAN	3	0	2	2	0	4	2	4
sp|Q63HR2|TENS2_HUMAN	4	0	4	3	0	2	5	1
sp|Q6NSJ0|MYORG_HUMAN	2	3	1	5	1	3	0	0
sp|Q92764|KRT35_HUMAN	2	2	4	2	2	4	0	0
sp|Q96GK7|FAH2A_HUMAN	2	6	0	3	1	0	1	2
sp|Q9BUV8|RCAF1_HUMAN	2	1	2	2	1	2	3	3
sp|Q9UL18|AGO1_HUMAN	3	1	3	4	0	2	2	2
sp|Q9Y2V2|CHSP1_HUMAN	1	2	2	2	1	2	2	2
sp|Q9Y6H1|CHCH2_HUMAN	3	1	2	2	1	2	2	2
sp|Q5T1J5|CHCH9_HUMAN	3	1	2	2	1	2	2	2
sp|A6NHQ2|FBLL1_HUMAN	2	2	1	2	2	2	1	2
sp|O60725|ICMT_HUMAN	1	1	2	2	1	3	1	1
sp|O94832|MYO1D_HUMAN	3	1	2	5	1	0	1	1
sp|P02766|TTHY_HUMAN	1	4	1	1	2	1	2	1
sp|P07711|CATL1_HUMAN	2	2	2	2	2	3	0	2
sp|P55061|BI1_HUMAN	2	1	1	3	1	2	2	2
sp|P78324|SHPS1_HUMAN	4	1	1	3	0	1	4	3
sp|Q6ZU15|SEP14_HUMAN	2	1	2	2	1	2	3	2
sp|Q92599|SEPT8_HUMAN	2	1	2	2	1	2	3	2
sp|Q86XE5|HOGA1_HUMAN	3	2	3	2	1	2	1	0
sp|Q8NF37|PCAT1_HUMAN	2	3	2	3	2	1	1	0
sp|Q9BRA2|TXD17_HUMAN	4	3	0	2	1	1	2	2
sp|Q9C0D9|EPT1_HUMAN	4	2	3	2	0	1	2	4
sp|Q9H2M9|RBGPR_HUMAN	1	5	3	2	2	2	0	0
sp|O14786|NRP1_HUMAN	0	2	3	1	1	3	1	2
sp|P00414|COX3_HUMAN	2	1	3	2	1	1	3	2
sp|P28072|PSB6_HUMAN	4	4	1	2	2	3	0	0
sp|Q8IW45|NNRD_HUMAN	1	3	4	2	3	3	0	0
sp|Q8WWZ4|ABCAA_HUMAN	2	2	2	1	1	2	1	1
sp|Q99538|LGMN_HUMAN	1	5	2	1	1	1	1	0
sp|Q9NPJ3|ACO13_HUMAN	2	4	1	1	2	1	1	1
sp|Q9NPL8|TIDC1_HUMAN	4	1	0	3	1	0	3	4
sp|Q9NUQ2|PLCE_HUMAN	4	1	0	3	0	3	2	4
sp|Q9UGJ0|AAKG2_HUMAN	3	1	2	0	2	3	1	1
sp|P19012|K1C15_HUMAN	2	2	3	3	2	4	0	0
sp|P29122|PCSK6_HUMAN	2	2	3	3	2	2	1	0
sp|Q08379|GOGA2_HUMAN	3	0	2	3	0	3	4	4
sp|Q13488|VPP3_HUMAN	1	3	1	2	2	1	1	1
sp|Q53FZ2|ACSM3_HUMAN	2	5	1	2	8	1	0	0
sp|Q9BUT1|DHRS6_HUMAN	1	2	2	4	2	0	2	1
sp|Q9HBH1|DEFM_HUMAN	4	2	1	1	3	2	4	0
sp|P07951|TPM2_HUMAN	7	1	3	5	4	2	0	0
sp|P10109|ADX_HUMAN	1	4	0	4	3	1	1	0
sp|Q01995|TAGL_HUMAN	2	4	4	2	2	1	0	0
sp|Q12981|SEC20_HUMAN	3	2	1	3	0	2	1	2
sp|Q8IYS2|K2013_HUMAN	6	3	2	2	3	2	0	0
sp|Q8TF72|SHRM3_HUMAN	2	1	2	2	1	2	2	1
sp|O60869|EDF1_HUMAN	4	1	0	4	1	0	2	5
sp|O75390|CISY_HUMAN	1	4	1	1	5	0	0	1
sp|P0C7V7|SC11B_HUMAN	2	1	2	4	1	1	1	2
sp|P10114|RAP2A_HUMAN	3	1	1	4	1	1	3	2
sp|P10176|COX8A_HUMAN	2	2	2	2	1	1	2	2
sp|P30047|GFRP_HUMAN	4	3	3	2	2	3	0	0
sp|P48509|CD151_HUMAN	1	1	2	3	1	1	3	1
sp|Q8IWA4|MFN1_HUMAN	2	2	2	4	1	0	2	2
sp|Q8NBL1|PGLT1_HUMAN	4	2	0	2	4	0	1	2
sp|Q9NYL9|TMOD3_HUMAN	5	1	2	3	2	1	0	0
sp|O95278|EPM2A_HUMAN	1	3	3	1	1	2	0	1
sp|P04035|HMDH_HUMAN	2	1	2	2	0	2	3	5
sp|P55789|ALR_HUMAN	5	0	1	2	1	0	3	2
sp|Q01484|ANK2_HUMAN	2	1	2	2	1	2	1	1
sp|Q13045|FLII_HUMAN	4	2	5	5	0	2	0	0
sp|Q32MZ4|LRRF1_HUMAN	6	0	6	7	0	5	0	0
sp|Q6DRA6|H2B2D_HUMAN	1	3	2	1	1	1	2	2
sp|Q6DN03|H2B2C_HUMAN	1	3	2	1	1	1	2	2
sp|Q8N7X1|RMXL3_HUMAN	3	3	3	2	2	3	0	0
sp|Q8TCD5|NT5C_HUMAN	0	4	3	3	3	5	0	0
sp|Q93096|TP4A1_HUMAN	2	1	1	2	0	4	1	1
sp|Q96S52|PIGS_HUMAN	1	4	2	3	1	3	0	0
sp|P08637|FCG3A_HUMAN	2	2	2	1	1	1	2	3
sp|P09668|CATH_HUMAN	2	4	0	2	2	0	3	2
sp|P15735|PHKG2_HUMAN	0	4	4	1	4	4	0	0
sp|P43007|SATT_HUMAN	1	0	3	1	0	5	2	1
sp|Q02083|NAAA_HUMAN	4	1	2	4	1	2	0	0
sp|Q07817|B2CL1_HUMAN	1	1	2	1	1	1	2	2
sp|Q13148|TADBP_HUMAN	4	0	6	3	0	7	0	0
sp|Q6PCB0|VWA1_HUMAN	1	4	2	1	4	2	0	0
sp|Q8NB90|AFG2A_HUMAN	3	2	2	2	2	2	0	1
sp|Q92496|FHR4_HUMAN	3	0	1	4	1	3	1	0
sp|Q9H9G7|AGO3_HUMAN	1	1	3	3	0	2	2	1
sp|Q9NQL2|RRAGD_HUMAN	3	1	1	3	0	2	1	1
sp|Q9HB90|RRAGC_HUMAN	3	1	1	3	0	2	1	1
sp|Q9P015|RM15_HUMAN	2	1	2	2	2	3	1	0
sp|Q9UQ90|SPG7_HUMAN	2	0	0	2	1	1	4	4
sp|O76095|JTB_HUMAN	1	2	2	1	2	1	2	1
sp|P20036|DPA1_HUMAN	3	2	1	2	3	1	2	0
sp|P50895|BCAM_HUMAN	2	0	2	3	2	5	2	0
sp|P61960|UFM1_HUMAN	1	2	2	1	2	1	2	1
sp|P62341|SELT_HUMAN	3	1	2	2	0	2	2	1
sp|Q15011|HERP1_HUMAN	3	2	2	0	1	2	3	1
sp|Q5UCC4|EMC10_HUMAN	2	2	2	1	1	1	1	1
sp|Q8IVS2|FABD_HUMAN	1	1	2	1	2	2	1	1
sp|Q9H089|LSG1_HUMAN	3	1	2	0	0	0	7	5
sp|Q9NV96|CC50A_HUMAN	2	3	3	1	2	3	0	0
sp|Q9UKA9|PTBP2_HUMAN	2	1	1	2	2	2	1	1
sp|A0A804HLA8|GBG5B_HUMAN	1	1	1	2	2	2	2	1
sp|P63218|GBG5_HUMAN	1	1	1	2	2	2	2	1
sp|O43670|ZN207_HUMAN	2	0	3	3	0	3	1	2
sp|P26639|SYTC_HUMAN	2	1	2	1	1	2	1	1
sp|P49588|SYAC_HUMAN	3	2	2	3	4	2	0	0
sp|P55265|DSRAD_HUMAN	3	0	4	2	1	5	0	0
sp|P84157|MXRA7_HUMAN	4	1	1	3	2	0	3	2
sp|Q15369|ELOC_HUMAN	2	3	2	2	4	2	0	0
sp|Q49AH0|CDNF_HUMAN	2	1	1	2	2	0	3	1
sp|Q4ZIN3|MBRL_HUMAN	3	2	1	3	1	2	0	1
sp|Q86YN1|DOPP1_HUMAN	2	1	2	2	0	2	2	2
sp|Q8N4V1|EMC5_HUMAN	1	0	1	0	1	1	5	3
sp|Q9BX95|SGPP1_HUMAN	1	0	2	0	0	1	3	8
sp|P08473|NEP_HUMAN	7	0	2	2	0	1	4	1
sp|P12110|CO6A2_HUMAN	1	2	1	1	2	3	2	0
sp|Q14194|DPYL1_HUMAN	3	1	2	1	1	1	3	2
sp|Q969E2|SCAM4_HUMAN	2	1	1	2	3	1	1	2
sp|Q9NQ29|LUC7L_HUMAN	0	1	1	0	1	1	4	4
sp|Q9Y5I4|PCDC2_HUMAN	2	2	1	2	2	1	1	1
sp|O00559|RCAS1_HUMAN	0	4	2	2	2	0	2	3
sp|O15484|CAN5_HUMAN	2	2	1	3	1	2	0	1
sp|P14136|GFAP_HUMAN	1	2	2	1	2	1	1	2
sp|Q10469|MGAT2_HUMAN	3	2	4	4	0	3	0	0
sp|Q5VYK3|ECM29_HUMAN	2	4	3	1	1	2	0	0
sp|Q96D96|HVCN1_HUMAN	2	3	1	1	3	0	1	1
sp|Q9H1C4|UN93B_HUMAN	2	3	2	2	1	0	2	1
sp|Q9NXB9|ELOV2_HUMAN	2	3	0	1	3	1	1	1
sp|Q9UKV8|AGO2_HUMAN	1	1	3	2	0	2	2	1
sp|Q9Y3C8|UFC1_HUMAN	2	3	2	3	3	2	0	0
sp|P01833|PIGR_HUMAN	1	2	4	1	1	3	0	0
sp|P56962|STX17_HUMAN	1	1	3	1	1	1	1	1
sp|Q12983|BNIP3_HUMAN	3	0	1	2	1	0	4	3
sp|Q8N183|NDUF2_HUMAN	3	3	0	2	2	0	3	1
sp|Q9BXT2|CCG6_HUMAN	3	2	2	2	0	1	2	2
sp|Q9NQ84|GPC5C_HUMAN	4	1	2	3	0	1	1	2
sp|A0A3B3IRV3|MCTS2_HUMAN	2	1	2	2	1	2	0	2
sp|H3BR10|SMLR1_HUMAN	1	2	1	1	2	1	1	5
sp|K1C15_SHEEP|	1	2	2	1	2	2	0	2
sp|O15013|ARHGA_HUMAN	1	1	2	2	1	3	0	1
sp|P28074|PSB5_HUMAN	3	3	1	3	1	2	0	0
sp|P31948|STIP1_HUMAN	1	0	4	4	1	4	0	0
sp|P42224|STAT1_HUMAN	2	4	4	0	5	3	0	0
sp|Q14195|DPYL3_HUMAN	3	1	2	1	1	1	2	1
sp|Q2PZI1|D19L1_HUMAN	2	2	2	3	1	3	0	0
sp|Q6P2I3|FAH2B_HUMAN	2	5	0	2	1	0	1	1
sp|Q9BSA9|TM175_HUMAN	3	0	0	3	1	1	3	1
sp|Q9H8M9|EVA1A_HUMAN	3	0	2	3	0	1	5	4
sp|Q9NX47|MARH5_HUMAN	3	1	1	1	0	1	2	2
sp|Q9UKV3|ACINU_HUMAN	3	4	5	0	3	2	0	0
sp|A0A2R8Y619|H2BK1_HUMAN	1	2	2	1	2	2	1	0
sp|E9PQ53|NDUCR_HUMAN	2	2	1	2	0	1	1	2
sp|O60518|RNBP6_HUMAN	1	1	3	1	1	1	1	1
sp|O94760|DDAH1_HUMAN	4	2	2	2	3	1	0	0
sp|P13646|K1C13_HUMAN	1	2	2	1	2	2	0	1
sp|P26196|DDX6_HUMAN	1	2	3	1	2	3	0	0
sp|Q8IZP0|ABI1_HUMAN	3	1	2	2	2	2	0	1
sp|Q8NE71|ABCF1_HUMAN	2	2	2	3	0	3	0	1
sp|O43315|AQP9_HUMAN	1	2	2	3	2	3	0	0
sp|P20132|SDHL_HUMAN	4	0	1	2	0	2	2	1
sp|Q10713|MPPA_HUMAN	1	2	1	1	2	1	2	1
sp|Q16878|CDO1_HUMAN	1	1	1	2	1	2	1	2
sp|Q17RC7|EX3L4_HUMAN	5	1	3	3	2	1	0	0
sp|Q5JQF8|PAP1M_HUMAN	2	0	2	3	0	2	3	3
sp|Q8WXR4|MYO3B_HUMAN	2	2	1	2	2	2	1	0
sp|Q99674|CGRE1_HUMAN	0	8	3	0	6	1	0	0
sp|Q9BV10|ALG12_HUMAN	2	1	1	1	0	3	1	2
sp|Q9HCK5|AGO4_HUMAN	1	1	3	2	0	2	1	1
sp|Q9P225|DYH2_HUMAN	0	4	2	1	4	4	0	0
sp|Q9Y274|SIA10_HUMAN	4	2	2	3	1	3	0	0
sp|O00299|CLIC1_HUMAN	3	2	1	2	0	1	3	2
sp|O95295|SNAPN_HUMAN	2	2	1	3	1	2	1	0
sp|P62837|UB2D2_HUMAN	3	4	3	3	0	1	0	0
sp|P61077|UB2D3_HUMAN	3	4	3	3	0	1	0	0
sp|P62891|RL39_HUMAN	2	3	0	1	1	1	2	4
sp|Q59GN2|R39L5_HUMAN	2	3	0	1	1	1	2	4
sp|Q04695|K1C17_HUMAN	2	1	3	3	1	3	0	0
sp|Q8N2F6|ARM10_HUMAN	1	1	1	1	1	0	3	2
sp|Q8WUD6|CHPT1_HUMAN	0	0	2	1	3	2	4	3
sp|Q96NU7|HUTI_HUMAN	2	1	0	3	0	1	2	3
sp|Q9UDX4|S14L3_HUMAN	1	2	1	1	2	1	1	2
sp|Q9ULV4|COR1C_HUMAN	2	1	3	1	1	2	0	1
sp|O43148|MCES_HUMAN	1	1	1	1	3	1	1	2
sp|O60784|TOM1_HUMAN	4	5	0	1	3	2	0	0
sp|Q56UQ5|TPT1L_HUMAN	2	1	2	3	1	2	0	1
sp|Q5JXB2|UE2NL_HUMAN	1	2	0	2	2	1	2	3
sp|Q5XPI4|RN123_HUMAN	1	3	3	1	2	0	1	0
sp|Q6NUP7|PP4R4_HUMAN	1	4	1	1	2	1	0	1
sp|Q9P032|NDUF4_HUMAN	3	2	1	3	2	1	0	1
sp|Q9P0J7|KCMF1_HUMAN	1	1	3	1	1	2	0	1
sp|Q9UHN6|CEIP2_HUMAN	1	1	0	3	1	3	0	2
sp|Q9Y3D7|TIM16_HUMAN	5	0	0	2	1	0	2	4
sp|O75460|ERN1_HUMAN	1	2	1	2	1	1	1	1
sp|P30511|HLAF_HUMAN	2	3	2	2	2	1	0	0
sp|P48729|KC1A_HUMAN	2	1	1	2	1	0	2	1
sp|P49770|EI2BB_HUMAN	2	2	3	2	3	1	0	0
sp|Q96C01|TIMCC_HUMAN	4	0	0	0	1	0	7	4
sp|Q96DI7|SNR40_HUMAN	0	3	5	0	4	5	0	0
sp|Q96EC8|YIPF6_HUMAN	2	1	2	2	1	2	0	1
sp|Q9C005|DPY30_HUMAN	2	3	2	2	2	2	0	0
sp|Q9NX55|HYPK_HUMAN	3	0	1	4	1	2	0	1
sp|O15121|DEGS1_HUMAN	0	2	2	0	1	3	1	2
sp|P02730|B3AT_HUMAN	1	6	0	1	6	0	0	0
sp|P07902|GALT_HUMAN	2	1	2	2	1	1	0	1
sp|P17152|TMM11_HUMAN	2	1	1	1	2	1	1	2
sp|P19525|E2AK2_HUMAN	1	1	2	2	0	2	1	1
sp|P49221|TGM4_HUMAN	2	2	1	1	1	1	1	1
sp|P50151|GBG10_HUMAN	1	1	2	1	1	1	2	1
sp|Q09327|MGAT3_HUMAN	0	1	2	1	2	2	1	1
sp|Q96AA3|RFT1_HUMAN	1	2	1	0	0	1	4	3
sp|Q96IX5|ATPMK_HUMAN	0	2	3	1	0	2	3	1
sp|Q96S97|MYADM_HUMAN	2	1	3	1	0	3	0	1
sp|P21926|CD9_HUMAN	1	1	1	0	1	3	2	1
sp|P42356|PI4KA_HUMAN	6	1	1	3	0	2	0	0
sp|P49913|CAMP_HUMAN	1	4	0	1	1	0	1	2
sp|Q15303|ERBB4_HUMAN	1	1	1	1	1	2	1	1
sp|P04626|ERBB2_HUMAN	1	1	1	1	1	2	1	1
sp|Q96H55|MYO19_HUMAN	1	1	2	1	1	1	1	2
sp|Q9BYD6|RM01_HUMAN	3	2	2	4	1	2	0	0
sp|Q9ULX7|CAH14_HUMAN	1	0	3	2	0	1	2	2
sp|Q9Y305|ACOT9_HUMAN	9	0	3	3	0	1	0	0
sp|P07358|CO8B_HUMAN	2	4	0	0	5	2	0	1
sp|Q13596|SNX1_HUMAN	2	6	0	1	1	0	0	1
sp|Q16881|TRXR1_HUMAN	2	2	1	1	2	0	1	2
sp|Q63HN8|RN213_HUMAN	2	6	1	0	3	1	0	0
sp|Q6VVB1|NHLC1_HUMAN	1	2	1	2	1	2	0	1
sp|Q92523|CPT1B_HUMAN	1	3	1	0	1	1	3	2
sp|Q9BYE2|TMPSD_HUMAN	1	1	2	1	1	1	1	1
sp|TRY1_BOVIN|	1	1	2	1	1	1	1	1
sp|Q9ULG6|CCPG1_HUMAN	1	1	3	0	1	3	1	0
sp|Q9Y625|GPC6_HUMAN	3	0	1	2	1	1	4	0
sp|O94766|B3GA3_HUMAN	2	1	2	4	1	1	0	0
sp|P03886|NU1M_HUMAN	2	1	1	1	1	1	2	2
sp|P42704|LPPRC_HUMAN	4	0	1	3	0	0	3	2
sp|P43005|EAA3_HUMAN	3	1	2	2	1	3	0	0
sp|Q02790|FKBP4_HUMAN	2	2	1	2	1	1	0	1
sp|Q15717|ELAV1_HUMAN	3	0	4	1	1	3	0	0
sp|Q8N2U0|TM256_HUMAN	2	2	2	2	2	2	0	0
sp|Q9BRQ6|MIC25_HUMAN	4	2	0	1	1	0	3	3
sp|Q9HBL7|PLRKT_HUMAN	5	0	0	1	0	0	5	3
sp|Q9NZJ4|SACS_HUMAN	2	2	1	2	2	1	1	0
sp|Q9UDR5|AASS_HUMAN	6	0	0	4	0	0	3	2
sp|CAH2_BOVIN|	1	1	1	1	1	1	3	2
sp|P06276|CHLE_HUMAN	2	5	1	1	2	1	0	0
sp|P06865|HEXA_HUMAN	2	3	1	1	2	1	0	0
sp|P13798|ACPH_HUMAN	3	1	3	1	1	1	0	0
sp|P23497|SP100_HUMAN	4	0	1	1	1	1	2	3
sp|P41732|TSN7_HUMAN	5	2	1	1	3	2	0	0
sp|Q6EEV6|SUMO4_HUMAN	1	4	2	1	2	1	0	0
