feature	first_member_id	log2fc	ci_low	ci_high	se	t	p	q	residual_sd	mean_log2_abundance	prior_variance	prior_sd	notrend_se	notrend_t	notrend_p	notrend_q	hit_q05_trend	hit_q05_notrend	hit_q10_trend	hit_q10_notrend
sp|RETBP_HUMAN|,sp|P02753|RET4_HUMAN	psvid_55271_sp|RETBP_HUMAN|	-0.32135053179362294	-0.5697383195791768	-0.07296274400806915	0.09652428541870618	-3.329219485020357	0.020907772452802276	0.7026140675292368	0.17128199772011354	-6.730306802057958	0.0024356686842223903	0.049352494204674094	0.12420522839155224	-2.587254465493012	0.054437003624263396	0.7206511690381262	False	False	False	False
sp|Q7Z2W4|ZCCHV_HUMAN	psvid_62867_sp|Q7Z2W4|ZCCHV_HUMAN	-1.0815570826949452	-1.918278851416706	-0.24483531397318437	0.3251527441835091	-3.326304643101945	0.020974568221154236	0.7026140675292368	0.5144131648610302	-15.936744287861185	0.13098111436108917	0.36191313095975003	0.30688430634999886	-3.524315386337934	0.020190959107754796	0.7206511690381262	False	False	False	False
sp|O15229|KMO_HUMAN	psvid_89061_sp|O15229|KMO_HUMAN	-0.3852185426494401	-0.683299929883072	-0.08713715541580824	0.11583537643236883	-3.325569049057757	0.020991463090448092	0.7026140675292368	0.13403930362194963	-12.285740704895096	0.04025764171705731	0.20064307044365454	0.10780068372628324	-3.5734332040745556	0.0192426956807125	0.7206511690381262	False	False	False	False
sp|P50579|MAP2_HUMAN	psvid_50381_sp|P50579|MAP2_HUMAN	-0.3769213706963668	-0.6737990642388778	-0.08004367715385569	0.11536761723037961	-3.267133184727963	0.02238417594914951	0.7026140675292368	0.12673644979577559	-12.364223269625997	0.04259602725683863	0.20638805017936146	0.10480252207060242	-3.5964914130830343	0.01881547282172082	0.7206511690381262	False	False	False	False
sp|O15269|SPTC1_HUMAN	psvid_86951_sp|O15269|SPTC1_HUMAN	-0.7434818313858282	-1.3299628343854049	-0.15700082838625162	0.22790838563711635	-3.2621960324427284	0.022506555439681136	0.7026140675292368	0.3127092537204241	-14.109334831919973	0.11311185522300458	0.33632105973757365	0.1957996338875525	-3.797156392094221	0.015529642390350153	0.7206511690381262	False	False	False	False
sp|Q13085|ACACA_HUMAN	psvid_30800_sp|Q13085|ACACA_HUMAN	-0.5351306540596514	-0.9580010099946177	-0.11226029812468524	0.16432876710756905	-3.2564636337188406	0.022649597163433167	0.7026140675292368	0.0846597720768401	-16.23293070283706	0.12489343320622791	0.35340265025354284	0.08947847884914417	-5.980551535323399	0.0027135040537094785	0.6821189646413428	False	False	False	False
sp|Q9UKS6|PACN3_HUMAN	psvid_30920_sp|Q9UKS6|PACN3_HUMAN	-0.5013560331914291	-0.8994354959526911	-0.10327657043016697	0.15469494706425355	-3.2409334804141183	0.023042315138601825	0.7026140675292368	0.18545488274233046	-13.05320118534334	0.06824195565098624	0.2612316130390544	0.13084041888524292	-3.8318131160307334	0.015032624436300613	0.7206511690381262	False	False	False	False
sp|P27695|APEX1_HUMAN	psvid_60122_sp|P27695|APEX1_HUMAN	-0.39927526380512113	-0.7169883950298314	-0.0815621325804109	0.12346433467204612	-3.2339320085083814	0.023221876404906753	0.7026140675292368	0.06574639734144487	-13.095822350239892	0.07008223337778745	0.26473049196831755	0.08398964565456377	-4.753862939811386	0.006734349151181158	0.7206511690381262	False	False	False	False
sp|O75911|DHRS3_HUMAN	psvid_43424_sp|O75911|DHRS3_HUMAN	0.3346526219806538	0.06643876276972477	0.6028664811915829	0.10422875991826078	3.21075125755212	0.023827749214958237	0.7026140675292368	0.13410415154367755	-11.745244216037069	0.027392205142331243	0.16550590666901058	0.1078276749406222	3.1035874803471186	0.030969649489546697	0.7206511690381262	False	False	False	False
sp|Q9H7Z7|PGES2_HUMAN	psvid_80086_sp|Q9H7Z7|PGES2_HUMAN	-0.646077353194527	-1.1648697574753606	-0.12728494891369346	0.2016043805949642	-3.2046791408393887	0.023989391158154683	0.7026140675292368	0.26603849681183833	-13.708639690435813	0.09719709089128925	0.3117644798422188	0.17116324421091098	-3.77462670898208	0.01586306310099762	0.7206511690381262	False	False	False	False
sp|P84095|RHOG_HUMAN	psvid_79270_sp|P84095|RHOG_HUMAN	-0.35438171999389345	-0.6399845297228155	-0.06877891026497146	0.11098616147126952	-3.193026187193893	0.024303074716195885	0.7026140675292368	0.15486417427825055	-11.647990253336117	0.02562397863015402	0.1600749156806088	0.11676777046793886	-3.0349275195863803	0.033299109880638486	0.7206511690381262	False	False	False	False
sp|P63104|1433Z_HUMAN	psvid_19362_sp|P63104|1433Z_HUMAN	-0.2801569476757799	-0.5059797998396663	-0.05433409551189347	0.08775547956951933	-3.192472413689465	0.024318096401668293	0.7026140675292368	0.09131976085279161	-11.674433804883305	0.026090356266736225	0.1615250948513457	0.09164432480008214	-3.0570026926045815	0.03252893048036971	0.7206511690381262	False	False	False	False
